,ProfileName,Score,Text
343734,"Patrick T. Ditaranto ""cargonator""",5,"After taking one,i simultaneously cured world hunger and cancer!!!!<br />Amazing!!! They beat any energy dring out there,hands down!<br />Get them now!! Nuff Said!"
19470,"JQ ""EssentialEating""",5,"Ingredients: organic sprouted whole grain wheat flour, water, organic extra virgin olive oil, salt, yeast and soda.<br /><br />Unique Essential Eating SPROUTED 100% Whole Grain Pretzel PUFFS are made with organic flour that digests as a vegetable. These first-of-a-kind snacks contain 25 grams of whole grains per serving. The proprietary sprouting process adds great flavor and unlocks the nutrients, including antioxidants, that lay dormant in whole grains and allows them to be more easily digested. This is the first pretzel made with organic extra virgin olive oil."
414360,Robert Buccino,5,"I've made about 5 batches of wine this year, and this one was the best. Well balanced and nice body!"
370683,S. Kane,5,"My kids love this brand, I cannot eat Kraft any longer after trying Annie's.  All of the neighbor kids love it as well now."
201373,B  Happy,5,"I ordered three different types of these grinders.  They are great, last a long time & great fresh tasting flavor.  A little really does go a long way, I'm watching my salt intake so the natural flavor of the garlic is perfect."
5992,J. Fuller,5,"I have really fallen for flavored coffees and I consider these to be some of the best-- so much so that I'm on the regular shipment list now.  I'm sure I drink too much of this but I love the flavors.  Try it, I'm sure you'll like it."
286016,"robert muir ""Blobm""",5,"Wow!! As a diabetic with high blood pressure and and cholesteral it gets very difficult to find enjoyable and tasty snacks. Well let me tell you, I found one!!  I only wish I could find them in stores, but I have to say the price at Amazon is great."
219329,GB,5,"I wanted a proper ginger beer for Moscow Mules and was immensely pleased to find one online that is available for the shipping deals of Amazon Prime.  As long as I can Prime it, I'll buy it ... warning: they go FAST when friends see them in the fridge."
134468,Sandra L. Kennedy,5,Terrific product and great price from this vendor.  Makes pill giving so much easier for my little dog.
331755,Loralyn Cramer,5,"Since I first used this product, I won't use any other brand.  It seems my local pet and grocery stores can't keep it in stock, so I just order it every month through Amazon.  This product doesn't try to mask catbox odors with equally bad floral odors.  Instead, the real green tea used in this product seems to absorb the bad odors, leaving no odor at all.  What a relief."
97120,TactNot,5,"I just finished my first serving of this salsa and was inspired to sit and write this review. This salsa is nicely hot and spicy thanks to the habanero and jalapeno peppers.  It also has good tomato flavor, not over-run by the heat.  It has no unnecessary sugars or sweet flavor, and is perfect for those of us who want a robust, spicy salsa.  Keep a cold drink nearby when you eat this salsa!!"
392594,wkuri,5,"This tea is basically a great tasting tea with alot of health benefits. For organic tea, the price was just right too! The packaging is nothing fancy, so if you are into that, its not the right kind for you. Value and good taste is what I get out of this tea."
61026,Paul Brooks,5,"Surprisingly my wife and I, both in our sixties, have never tried Nabisco's Mallomars cookies. Thanks to Amazon we ordered a box and found them to be much better then expected. We were anticipating a very ""sweet"" treat, which we don't care for. Instead the cookie had a robust semi-sweet taste. I attribute that to the chocolate used. It taste almost like baker's chocolate. Recommended if you have a desire for something sweet but not overpowering."
21162,L. M. Castaldi,5,"My dog and I both love this product.  My vet even said it was great that my dog is having one every day.  I feed my dog homemade dog food which includes sardines, so Greenies are a necessity.<br />Don't know what we would do without them."
323913,D. C. Tussing,5,"After first experiencing this tea from across a table in NYC, I had to taste it myself.  The aroma starts the relaxation process before the first sip.  I am NOT a green tea drinker in general, as I find them to be somewhat tasteless.  But this tea relaxes and refreshes with it's subtle mint and lemon flavor.  If you don't experience the flavor, you aren't steeping the bag long enough.  I find it to be the perfect every night tea just before bed.  I only wish I could purchase it in larger quantity."
544088,Jeffrey L. Price,5,I've been looking for this type of seasoning for quite a while and finally found it with this product.  It is a salt product with flavoring added unlike so many other products that simply add flavor but not salt.
260365,S. C. Orio,5,"We love this baking mix.  The pancakes are awesome can't even taste the difference between these an bisquick type.  I use this baking mix in so many other recipies, This is a must have in a GF home."
95949,John Klinger,5,"I read the reviews, figured I'd give this a shot. Tastes great, adds an amazing flavor to your popcorn. Nice finely grounded salt and buttery flavor. You can't go wrong with this. Just don't forget to have an extra shaker around. It's kind of hard to pour out of the container!!"
467140,"Joan Jones ""Songstress""",5,"<a href=""http://www.amazon.com/gp/product/B004GLIMJ0"">Douwe Egberts Aroma Rood Whole Bean Coffee, 1.1 Pound Package</a>My daughter and I first tasted this wonderful coffee while she was confined in the hospital. For five long weeks, she was only cheered by the prospect of getting a good cup of coffee from the visitors' lounge. When she finally was released, we both found ourselves longing for a cup of that wonderful coffee; so I went online to find it. It's going to be a staple in our homes from now on!"
41734,"Mr Roberts ""Mr. Roberts""",5,I used to try and smash my dogs pill in some moist food but my dog would somehow pick it out and I would find the pill on the floor.  Now with these I just pop the pill in and my dog jumps up and snatches it out of my hand. I dont think she even chews it!  Makes giving pills much easier and smells a little like bacon....Mmmmmmm...Bacon!
150469,S. Z. Bishop,5,Was able to purchase this item in grocery stores in Oklahoma City.  Not so after I moved to Cape Coral.  Was glad to see that I could order it online.  I add it to my coffee and it makes a great Mocha!
143959,"DonGiovanna ""Viva il Maestro""",5,"I usually don't write food reviews because, well, 'one man's meat is another man's poison', as the saying goes. We actually stumbled upon these cookies. On a whim, I picked up a package marked for clearance at Target and, since then, my daughter and I have been fighting over it. Unfortunately, I can no longer find them at Target so I guess we will now have to buy in packs of 6 through Amazon. Never mind, I suppose I can store them in the cool basement.<br /><br />We try to not eat too many in a day as 2 cookies will cost you 130 calories (so this pretty much means eating only 2 cookies per day!). I am very sensitive to food additives and can always detect the chemicals in some 'natural' foods (e.g. Kashi). One bite and I could tell that there are none in these cookies. Also important was that it is just gently sweet; most off-the-shelf cookies are much too sweet for me. Think I'm also going to try Back to Nature's Graham Cookies through Amazon since it's got some rave reviews! I'm definitely sold on this brand."
